acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.0187,"['Moneybagg Yo', 'Lil Baby', 'Rylo Rodriguez']",0.687,199495,0.723,1,0K5a9PJkMiDXQZ58FY2w9H,0,9,0.0844,-5.414,0,No Chill (feat. Lil Baby & Rylo Rodriguez),62,2020-05-15,0.28300000000000003,162.879,0.506,2020
0.00177,"['Wiz Khalifa', 'Ty Dolla $ign', 'Lil Yachty', 'Sueco the Child']",0.7759999999999999,214723,0.8440000000000001,0,15eWNa3kpCPKILbSvvzSWl,0.0273,0,0.0844,-5.296,1,"Speed Me Up (with Ty Dolla $ign, Lil Yachty & Sueco the Child)",67,2020-01-24,0.0483,149.987,0.542,2020
0.025,"['Lil Baby', 'Moneybagg Yo']",0.9,188607,0.846,1,4m5I2K5aWgqdFQx2KHe6AZ,0,0,0.204,-4.884,1,No Sucker (feat. Moneybagg Yo),62,2020-05-01,0.224,129.966,0.85,2020
0.00297,['The 1975'],0.384,269929,0.579,0,1qQJWohzIrKMNIz6pyyKYw,8.9399999999999e-4,6,0.213,-8.216000000000001,1,Guys,69,2020-05-13,0.0295,203.795,0.435,2020
0.116,['The Pussycat Dolls'],0.745,204176,0.74,0,0GWYApQBwErVPkyXYCTJjI,0,10,0.117,-5.7189999999999985,0,React,74,2020-02-07,0.0697,120.014,0.544,2020
0.0233,['Anthony Ramos'],0.701,162147,0.55,0,5O0aq4KMFEariO9hGQze7M,0,2,0.0968,-6.606,1,One More Time,61,2020-03-13,0.125,130.977,0.309,2020
0.0136,['The Strokes'],0.377,293360,0.922,0,55N8cxpE1QDoeaaNqUnoZ2,0.204,0,0.28,-3.4,1,Bad Decisions,68,2020-04-10,0.056,153.404,0.394,2020
0.0326,"['Lil Uzi Vert', 'Syd']",0.619,181161,0.784,1,5KlPy74NOEAt8jC3FYURnQ,2.85e-6,1,0.315,-6.11,1,Urgency (feat. Syd),63,2020-03-06,0.123,156.035,0.471,2020
0.308,['Elderbrook'],0.77,230040,0.482,0,7rBpjxstrSsuOLqnuOC028,0.0802,0,0.0927,-9.796,0,Numb,72,2020-03-06,0.0903,120.006,0.189,2020
0.603,['Christina Aguilera'],0.59,166200,0.388,0,3gy8PSkBSyvPyWZazgQn0F,0,5,0.107,-9.288,0,"Loyal Brave True - From ""Mulan""",68,2020-03-06,0.033,142.961,0.506,2020
0.994,['Night Poets'],0.324,237861,0.00249,0,7zoNjIq4DZadcFOxwKvrlC,0.946,0,0.11,-34.247,1,Parts Unknown,68,2020-01-13,0.0351,67.725,0.0362,2020
0.0436,"['Jai Wolf', 'Wrabel']",0.5720000000000001,218000,0.57,0,3PP9CXeE0PYaM5GIGQqBIV,0.0585,4,0.122,-6.99,0,Moon Rider (feat. Wrabel),63,2020-01-14,0.0251,104.982,0.279,2020
0.0177,['Lil Baby'],0.884,183011,0.599,1,4P1GuhD2Su9jjyRDPdbeUf,0,11,0.179,-5.551,1,Woah,63,2020-05-01,0.248,142.97799999999995,0.413,2020
0.6659999999999999,['Falling In Reverse'],0.498,340072,0.401,1,5GIWP2q6p92lFA10KUuL0z,0,0,0.12,-7.1679999999999975,0,The Drug In Me Is Reimagined,66,2020-02-13,0.0287,99.721,0.114,2020
0.14,"['Eminem', 'Royce Da 5\'9""', 'Black Thought', 'Q-Tip', 'Denaun']",0.458,286960,0.966,1,5mZXWEH2eh8zMZGCxT5aW0,0,1,0.11,-2.107,1,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",68,2020-01-17,0.384,183.586,0.35600000000000004,2020
0.608,['Justin Bieber'],0.438,170587,0.315,0,60brXKLTC15vK0av5gIldm,0,8,0.151,-8.186,1,Confirmation,69,2020-02-14,0.0375,190.064,0.449,2020
0.046,"['REASON', 'ScHoolboy Q']",0.643,164832,0.598,1,0JsnkV2AbcCSvQ0dGYprRb,3.96e-4,11,0.503,-6.674,0,Pop Shit,64,2020-05-15,0.311,83.523,0.248,2020
0.0474,"['Wiz Khalifa', 'Quavo']",0.828,170057,0.7140000000000001,1,3bqU32NjjtMeJ7dtn5Lzxi,0,9,0.337,-5.334,1,Out in Space (feat. Quavo),64,2020-04-20,0.0472,129.976,0.126,2020
0.181,"['JPEGMAFIA', 'Denzel Curry']",0.721,153127,0.949,1,10hKTZyq2N6iSULhpZXrDd,0,1,0.6459999999999999,0.402,1,BALD! REMIX,65,2020-05-05,0.31,155.015,0.705,2020
0.0193,['Lil Durk'],0.6459999999999999,164537,0.57,1,3DQ0ThdjMd3hBAI6KJAK1n,0,8,0.102,-10.316,1,Street Affection,63,2020-05-08,0.476,177.92700000000005,0.0823,2020
0.0711,"['Russ', 'Rick Ross']",0.738,206013,0.785,1,40FUPlp2KJvdHY5ABnK100,1.59e-5,1,0.117,-10.035,1,GUESS WHAT (feat. Rick Ross),66,2020-01-31,0.272,92.008,0.35700000000000004,2020
0.185,['5 Seconds of Summer'],0.687,220606,0.67,1,2I2yw1jXVtcbiRLYuuu52u,0,0,0.104,-3.3310000000000004,1,Not In The Same Way,68,2020-03-27,0.0444,134.972,0.7340000000000001,2020
0.00168,['Lil Baby'],0.5820000000000001,182000,0.487,1,5CLMG0eAitcBauIR8zPukZ,0,2,0.0941,-8.208,1,How,62,2020-05-01,0.455,80.325,0.308,2020
0.979,['Keira Barton'],0.134,189250,0.0413,0,7DEcoyUFy04Zhe89uthswA,0.815,9,0.0878,-28.929,1,Buoyant,65,2020-01-24,0.0607,144.69299999999996,0.0444,2020
0.193,['Rod Wave'],0.635,147692,0.416,1,0RI7jCvAWMzkrVq8TMoADu,0,7,0.0885,-17.629,1,Roaming,61,2020-04-03,0.0691,84.49799999999998,0.325,2020
0.885,"['Jhené Aiko', 'Nas']",0.6629999999999999,257987,0.41,0,71qTg1coMAqpmwIlVVayoV,6.67e-4,6,0.13699999999999998,-9.589,0,10k Hours (feat. Nas),63,2020-03-06,0.3670000000000001,89.113,0.324,2020
0.6970000000000001,['Thundercat'],0.648,181922,0.59,0,7eWGnKg4B44sbBPpQp4y2c,0.8079999999999999,2,0.111,-9.664,1,Dragonball Durag,65,2020-04-03,0.0942,81.045,0.401,2020
0.373,['Jeremy Zucker'],0.7170000000000001,206587,0.474,1,4YKcx7YxznAdBefrYdCZ9P,2.53e-4,7,0.13699999999999998,-10.347,1,somebody loves you,69,2020-04-17,0.123,94.945,0.6729999999999999,2020
0.0345,"['Lil Baby', 'Future']",0.807,173061,0.6779999999999999,1,5Tv1W0NlpAngqoMvBHxBQv,0,6,0.0986,-3.2430000000000003,0,Live Off My Closet (feat. Future),62,2020-05-01,0.177,147.004,0.21,2020
0.0642,['NAV'],0.956,167207,0.58,1,5zKlUZrOViLs7W0L5o1gPp,0,11,0.17,-4.582,1,I'm Up,64,2020-05-11,0.303,128.092,0.636,2020
0.0107,"['Rich Brian', 'Guapdad 4000']",0.855,199385,0.645,1,2XW3vH6ZqMHvlzUSfhWW2X,0,5,0.226,-6.3210000000000015,0,BALI,71,2020-04-10,0.0545,129.999,0.654,2020
0.616,['Alejandro Fernández'],0.535,326840,0.327,0,6vBgYbRLVm1zpPxSzeau8B,0,0,0.107,-10.192,1,Me Olvidé De Vivir,2,2020-06-05,0.0357,123.9,0.338,2020
0.312,"['Alejandro Fernández', 'Christina Aguilera']",0.395,291253,0.472,0,4KGIx6BDQ3gJ0nuB5eupM5,0,3,0.0687,-6.5,0,Hoy Tengo Ganas De Ti,0,2020-06-05,0.0392,123.223,0.188,2020
0.312,"['Alejandro Fernández', 'Christina Aguilera']",0.395,291253,0.472,0,4jgwjGcBf89DdaPSUIO9dj,0,3,0.0687,-6.5,0,Hoy Tengo Ganas De Ti,0,2020-06-12,0.0392,123.223,0.188,2020
0.805,['Alejandro Fernández'],0.528,245040,0.32,0,6qjD0PRDjsoBjgRatdhBwY,0,0,0.139,-8.18,1,Por Tu Adiós,1,2020-06-12,0.0455,95.08,0.522,2020
0.219,"['Alejandro Fernández', 'Morat']",0.691,226827,0.875,0,72OKfTo4k4FfmWZ7uC93mc,0,9,0.0949,-4.282,1,Sé Que Te Duele,0,2020-06-05,0.0745,94.961,0.794,2020
0.131,['Tove Lo'],0.688,171248,0.385,0,0T5eWUavIN647AcUFXfZve,4.51e-5,11,0.0947,-6.877999999999999,1,sadder badder cooler,69,2020-05-22,0.241,148.012,0.435,2020
0.888,['BENEE'],0.696,199309,0.338,1,0hVZCUZKWsWFU6i5zlRZZr,2.85e-5,7,0.182,-8.611,1,Supalonely (Lownely),69,2020-05-05,0.037,115.007,0.204,2020
0.0485,['Brett Eldredge'],0.7070000000000001,216720,0.722,0,1o0UHbEDYCCpzz8cVQfWxp,0,10,0.122,-6.722,1,Gabrielle,62,2020-04-17,0.0284,98.991,0.431,2020
0.863,"['Joedi, the Artist']",0.865,60092,0.315,0,3YtpXXn1TTfSug0rEx3CCg,0.0426,2,0.249,-11.315,1,On My Way,60,2020-04-20,0.0401,109.988,0.93,2020
0.0047,"['Elevation Worship', 'Brandon Lake']",0.254,452499,0.753,0,4wc8FpW9XCUaoxtii3CiCf,0,11,0.931,-6.669,1,Graves Into Gardens (Live),63,2020-05-01,0.0544,139.804,0.133,2020
0.0205,['5 Seconds of Summer'],0.504,229557,0.83,0,0yFWdhx0rDU4zNddqvfu33,2.49e-6,9,0.0563,-4.474,1,Red Desert,68,2020-03-27,0.121,133.929,0.449,2020
0.14300000000000002,['YoungBoy Never Broke Again'],0.768,175527,0.565,1,4RhRDVXc3xFojyyjyh1jmN,0,4,0.277,-7.2029999999999985,0,Long RD,61,2020-02-21,0.0525,129.866,0.307,2020
0.375,['Don Toliver'],0.65,183484,0.589,1,1h0pnN5qyrpfQMnwrGzuCu,3.5700000000000014e-5,11,0.128,-8.02,0,Heaven Or Hell,65,2020-03-13,0.0649,160.031,0.438,2020
0.116,"['deadmau5', 'The Neptunes']",0.7290000000000001,207903,0.863,1,5rjJyv6c4qXD2SKwdQx6wT,0,5,0.105,-3.731,1,Pomegranate,68,2020-05-20,0.21,98.992,0.451,2020
0.141,['YoungBoy Never Broke Again'],0.777,155350,0.652,1,5a5uR7dPCLyiwLdefyHmGQ,0,7,0.0853,-5.6160000000000005,0,On The Rest,61,2020-04-24,0.35,161.904,0.575,2020
0.0597,"['Tory Lanez', 'Lil Tjay']",0.6970000000000001,204117,0.675,1,26nWw7LWlId9myIxHMHXmm,0,10,0.192,-7.332000000000002,0,Accidents Happen (with Lil Tjay),65,2020-04-10,0.227,144.94799999999995,0.183,2020
0.012,['Childish Gambino'],0.715,308547,0.597,0,5X4R93Qcw54yp9Utwy7Mlr,0.00273,0,0.0925,-8.939,1,19.10,64,2020-03-22,0.0749,114.98,0.18600000000000003,2020
0.0747,"['Lil Yachty', 'Lil Keed']",0.851,172657,0.494,1,03Aji6nA2bOepJewgLQUUa,0,1,0.334,-5.641,1,Range Rover Sports Truck (Lil Yachty & Lil Keed),63,2020-05-29,0.366,163.063,0.508,2020
0.0363,['Comethazine'],0.885,84960,0.54,1,1w9a84nSrTyjNjYviMYvJh,0,1,0.338,-8.559,1,Permanent,63,2020-03-27,0.242,140.018,0.865,2020
0.14800000000000002,"['dvsn', 'Ty Dolla $ign', 'Buju Banton']",0.561,246045,0.604,1,4ylOLt7XCUxq4UTsh08uF4,0,8,0.737,-6.234,1,Dangerous City (feat. Buju Banton),66,2020-04-10,0.254,106.735,0.703,2020
0.0643,['Lil Keed'],0.89,239947,0.472,1,55pw5x631GTP2YLGti7gAg,0,8,0.108,-7.023,1,Wavy,63,2020-05-15,0.401,76.009,0.338,2020
0.17800000000000002,['NCT DREAM'],0.5489999999999999,201773,0.903,0,0EMD15EVNwDlgGH2CH6ZEL,0,1,0.0682,-1.483,0,Ridin',74,2020-04-29,0.045,150.009,0.513,2020
0.0376,['Jack Harlow'],0.846,121708,0.5539999999999999,1,3FWIAl04a9ySFhk4HH15ov,0.00245,1,0.102,-5.856,1,HEY BIG HEAD,63,2020-03-13,0.0991,163.887,0.611,2020
0.124,['COIN'],0.652,177107,0.8,0,5czZkLGepjburbkbEaCfm4,1.87e-5,9,0.121,-7.37,1,Cemetery,64,2020-02-21,0.0313,126.985,0.933,2020
0.626,['YoungBoy Never Broke Again'],0.435,122092,0.684,1,0oglqIdDQ35cO40F7wx9yo,0,6,0.109,-2.98,0,Pick From Pain,61,2020-04-24,0.238,79.821,0.411,2020
0.946,"['Freddie Gibbs', 'The Alchemist', 'Conway the Machine']",0.6509999999999999,206027,0.493,1,3RyLrayd9un9ClTah57JI0,0,8,0.152,-11.18,0,Babies & Fools (feat. Conway the Machine),64,2020-05-29,0.317,75.729,0.7040000000000001,2020
0.974,['Najma Wallin'],0.175,133500,0.00759,0,6RuFOroO9VO0aMGEzirLHk,0.925,7,0.113,-35.072,1,Med slutna ögon,68,2020-02-21,0.0454,70.872,0.0838,2020
0.0112,['Maluma'],0.725,169741,0.949,0,0rIZ49wxDf8H2LXOKmAMW5,0.00196,7,0.152,-3.4160000000000004,1,Qué Chimba,74,2020-03-13,0.0814,128.001,0.581,2020
0.194,['5 Seconds of Summer'],0.316,206974,0.858,0,4CufDREo1dO9TL7txA5SGA,0,11,0.151,-2.536,0,Lover Of Mine,69,2020-03-27,0.0547,94.006,0.305,2020
0.0334,['Chloe x Halle'],0.772,189613,0.655,0,31iu7QBaScWz35mRDeFmI1,6.99e-4,7,0.116,-6.212999999999999,1,Busy Boy,61,2020-06-12,0.0453,90.00299999999999,0.353,2020
0.0111,"['Meghan Trainor', 'Nicki Minaj']",0.753,197004,0.561,0,5HqRQwSAPAgJBQ3bhtpUTg,0.0266,1,0.126,-6.279,1,Nice to Meet Ya (feat. Nicki Minaj),68,2020-01-31,0.333,192.037,0.539,2020
0.1,['G-Eazy'],0.7490000000000001,217939,0.8290000000000001,1,6kwFW9NEAmnQdLeU5Tvu6V,0,3,0.0689,-3.097,0,Stan By Me,66,2020-05-29,0.0344,135.039,0.8490000000000001,2020
0.00291,"['Anna Kendrick', 'Justin Timberlake', 'James Corden', 'Ester Dean', 'Kenan Thompson', 'The Pop Trolls', 'Icona Pop']",0.696,205307,0.632,0,1mo8r5EwAfNElDFOQNgcQ8,0.00152,11,0.383,-4.368,0,Trolls Wanna Have Good Times (feat. Icona Pop),60,2020-03-13,0.0449,119.421,0.415,2020
0.211,['Jelani Aryeh'],0.7240000000000001,187415,0.48,0,4gwltSjdrzKtKz9dlk2Wja,0.0772,2,0.289,-7.537000000000001,1,Stella Brown,62,2020-04-03,0.0342,125.007,0.591,2020
0.0119,['Niall Horan'],0.591,158805,0.841,0,0DrFTaAX2srXPkuag35djb,0,4,0.395,-4.351,0,Nice To Meet Ya,70,2020-03-13,0.0304,109.034,0.392,2020
0.0686,['$uicideBoy$'],0.69,133747,0.389,1,2FtlcEcozzOwoDalMVXgh3,0,6,0.0501,-8.96,0,I Wanna Be Romanticized,64,2020-02-14,0.127,79.003,0.135,2020
0.0923,['The 1975'],0.6759999999999999,246445,0.6609999999999999,0,3eeU7oRuEUbFHMrsJ8rvpk,0.00788,1,0.102,-8.908999999999997,1,What Should I Say,66,2020-05-22,0.0481,105.006,0.145,2020
0.34,['Hopsin'],0.826,244844,0.863,1,6DLlxJucyETo8X4YPVIAz7,0,11,0.0696,-5.8820000000000014,1,Kumbaya,65,2020-06-09,0.331,112.037,0.621,2020
0.738,['Justin Bieber'],0.485,135493,0.412,0,521Os1SMlxmsoevsqyjNmJ,0,9,0.12,-7.766,0,Changes,70,2020-02-14,0.042,64.062,0.612,2020
0.00961,['Lil Uzi Vert'],0.741,227474,0.599,1,61N12G2IDag927XDCmMDr8,0,1,0.785,-6.6720000000000015,0,POP,62,2020-03-13,0.419,139.891,0.276,2020
0.154,['Lil Yachty'],0.784,160220,0.68,1,5hG2KJlZJIxuB1qBfStASO,0,1,0.226,-4.91,1,Top Down,63,2020-05-29,0.14400000000000002,152.972,0.105,2020
0.983,['Patricia Sevin'],0.195,118714,0.111,0,4ynA4JLwQIRfIhPuOLVoHZ,0.952,6,0.11,-25.778,1,Choices,69,2020-05-01,0.0502,177.125,0.28600000000000003,2020
0.275,"['DreamDoll', 'G-Eazy', 'Rahky']",0.573,190005,0.747,1,3GHVwyXywVrxAJuqTGxUUM,0,11,0.147,-4.558,0,Who You Loving? (feat. G-Eazy & Rahky),63,2020-02-13,0.196,97.327,0.43,2020
0.028,"['K CAMP', 'Jacquees']",0.633,231718,0.471,1,0te0mYcVMqRLc4vuDjZ0Yg,4.42e-6,1,0.166,-9.284,1,What's On Your Mind (feat. Jacquees),64,2020-04-24,0.282,129.17,0.375,2020
0.0515,"['Andy Grammer', 'Elle King']",0.653,185393,0.623,0,1RcA6iOi510XKkKMK13zsf,0,9,0.0869,-5.989,1,Best of You (with Elle King),67,2020-02-07,0.0938,175.884,0.48,2020
0.113,"['Machine Gun Kelly', 'Young Thug', 'RJMrLA', 'Lil Duke']",0.884,169047,0.901,1,7wUI9IJZFCeFfh33Li4MYv,1.54e-6,1,0.126,-2.394,1,"Bullets With Names (feat. Young Thug, RJMrLA & Lil Duke)",65,2020-03-13,0.146,148.114,0.725,2020
0.139,['HAIM'],0.7709999999999999,226027,0.6579999999999999,0,7CbxeQuHA0uysmwrbuWoSI,0.0111,0,0.117,-6.93,1,I Know Alone,61,2020-04-29,0.0721,128.07399999999998,0.355,2020
0.339,['Nick Jonas'],0.422,197540,0.518,0,6aXgxeYA03veaPyHHZQaj3,0,8,0.101,-5.862,1,Until We Meet Again,65,2020-05-20,0.0646,77.378,0.29,2020
0.0573,['Travis Scott'],0.605,175720,0.408,0,3G1nROoK7883I7WKBIATTw,7.47e-6,7,0.199,-8.795,0,HIGHEST IN THE ROOM,60,2020-01-24,0.0334,76.553,0.0642,2020
0.486,['Christian Nodal'],0.665,130840,0.629,0,1yXOIdoYQiLMDzx9UHwD29,0,2,0.16,-3.887,1,AYAYAY!,76,2020-04-17,0.0343,147.92600000000004,0.703,2020
0.00525,['The Killers'],0.278,228040,0.931,0,4cI2rd2D44mBjwUVFxTkUZ,5.78e-6,7,0.14400000000000002,-3.719,1,Caution - Radio Edit,70,2020-03-12,0.121,178.34599999999998,0.16699999999999998,2020
0.0302,['J Balvin'],0.872,145680,0.6920000000000001,0,5pXy29xzxR3aTB0SYRI590,0.00761,10,0.0871,-5.376,1,Blanco,76,2020-03-19,0.187,99.982,0.693,2020
0.413,['Cheat Codes'],0.6990000000000001,179340,0.645,1,6nnntyJFxLzaCmNnhHe3C1,0,9,0.355,-5.307,1,On My Life,71,2020-04-24,0.078,104.939,0.6759999999999999,2020
0.00905,['A Boogie Wit da Hoodie'],0.5660000000000001,175107,0.6759999999999999,1,4CXSzoyTD2MmedFArsSIUp,0,1,0.0878,-6.05,1,DTB 4 Life,64,2020-02-14,0.128,84.68299999999998,0.123,2020
0.996,['Miles Patrick'],0.627,92239,0.11,0,7vR65Iy5mH6cD3vWJBnzzA,0.953,8,0.123,-19.809,1,Brahms Lullaby,69,2020-02-07,0.0566,74.434,0.695,2020
0.207,['Selena Gomez'],0.841,161606,0.479,0,3ZCBSFcZSRM9Z48ew28Zrf,1.16e-5,0,0.122,-5.8370000000000015,0,Souvenir,72,2020-04-09,0.0376,112.968,0.454,2020
0.256,['John K'],0.66,216938,0.581,0,195DDl4riXguLriXMSU0Gg,0,3,0.0892,-6.056,1,6 months,68,2020-02-21,0.0408,145.912,0.329,2020
0.386,['A Boogie Wit da Hoodie'],0.8420000000000001,196619,0.52,1,0LHWHUcUYhFAUkCt2q4Gad,0,7,0.115,-6.51,1,Blood On My Denim,63,2020-02-14,0.122,109.008,0.482,2020
0.914,['Noelta'],0.774,63901,0.117,0,5cuRr7AIRNIBiuiGMKRDXu,0.972,0,0.107,-22.394,1,Izzy's Dirge,60,2020-02-09,0.157,119.989,0.43,2020
0.0737,['Lil Wayne'],0.466,177867,0.608,1,5f9JYuHSIHjp6rggue13RS,0,1,0.406,-4.8,0,Mahogany,62,2020-01-31,0.45,79.48,0.41,2020
0.16399999999999998,['NAV'],0.863,134622,0.866,1,6xWqaVbmZJqEbUpFlIGiHK,0,3,0.201,-4.313,1,Brown Boy,64,2020-05-08,0.121,147.055,0.873,2020
0.991,['Desolate Horizons'],0.153,160000,0.214,0,7qrFwjD4GmpDli3OmAAkCY,0.944,4,0.133,-28.989,0,More Than Anything,64,2020-01-10,0.0415,68.834,0.0328,2020
0.0803,"['Quinn XCII', 'Marc E. Bassy']",0.831,180053,0.452,0,5SUUALLSTMpyrnnVUUA5wG,0,5,0.359,-5.1110000000000015,0,Coffee feat. Marc E. Bassy,63,2020-05-29,0.047,93.04,0.534,2020
0.0449,['Porter Robinson'],0.47,281716,0.56,0,6iZVQLI9gs9kFRnmbQLzHO,3.83e-6,8,0.0774,-9.707,1,Something Comforting,64,2020-03-10,0.0298,143.987,0.29,2020
0.429,['El Fantasma'],0.772,186409,0.5429999999999999,0,1CSAJGvCFUh7jC1bj1oUbT,6.95e-6,8,0.206,-3.057,1,Borracho de Cochera,67,2020-05-15,0.0477,118.314,0.855,2020
0.4,"['Lennon Stella', 'JP Saxe']",0.565,192000,0.5479999999999999,0,5xROgo35i9a9IbQgN56Clz,0,5,0.252,-8.376,1,Golf On TV feat. JP Saxe,67,2020-02-14,0.18,104.892,0.159,2020
0.541,['Chris Renzema'],0.292,254107,0.355,0,3u3wIwedK7lT55qBqZ1M1s,0,5,0.0931,-7.225,1,Springtime,62,2020-01-24,0.0294,71.041,0.158,2020
0.49,['Justin Bieber'],0.465,176733,0.494,0,6PzOPrXx8tJEqace76yrv2,0,4,0.127,-7.595,0,E.T.A.,69,2020-02-14,0.066,127.298,0.457,2020
0.262,"['Lennon Stella', 'Charlie Puth']",0.696,160289,0.6859999999999999,0,7l7SKt5BsDiiS6CjtaW1fO,0,5,0.174,-6.113,0,Summer Feelings (feat. Charlie Puth),67,2020-05-15,0.0309,115.982,0.7,2020
0.28600000000000003,['Childish Gambino'],0.7979999999999999,236507,0.5589999999999999,1,4vS4FB3HXgOSmICeqEY0Gh,0,5,0.349,-10.868,1,35.31,63,2020-03-22,0.0592,102.018,0.604,2020
0.0273,"['Lil Yachty', 'Young Thug', 'Lil Durk']",0.784,225641,0.718,1,2pdBFM59xky80q0qWjh7cG,0,7,0.118,-7.6389999999999985,1,Till The Morning (Lil Yachty feat. Young Thug & Lil Durk),64,2020-05-29,0.135,97.988,0.7659999999999999,2020
0.243,"['Luis Fonsi', 'Daddy Yankee', 'Justin Bieber']",0.688,230693,0.812,0,19rUsiaEF4kbW0lze5sbjK,0,2,0.0742,-4.355,1,Despacito - Remix,5,2020-06-12,0.135,89.01,0.8340000000000001,2020
0.0609,['Luis Fonsi'],0.608,222840,0.6459999999999999,0,1s477CPZTrtlUQm4vsFJLL,0,9,0.0906,-4.561,1,Corazón En La Maleta,0,2020-06-05,0.067,166.09,0.888,2020
0.0609,['Luis Fonsi'],0.608,222840,0.6459999999999999,0,3G7C0lKzNhwhe8kqL9ZW5F,0,9,0.0906,-4.561,1,Corazón En La Maleta,0,2020-06-12,0.067,166.09,0.888,2020
0.675,['Luis Fonsi'],0.481,171013,0.368,0,4CSstjjDAFKsfml03geDvR,0,9,0.111,-7.348,1,Girasoles,1,2020-06-12,0.0424,87.084,0.403,2020
0.41,['Luis Fonsi'],0.274,236800,0.726,0,4q7cuq0wkiO3ReEB6ced71,0,3,0.326,-4.007,1,No Me Doy Por Vencido,0,2020-06-05,0.0587,172.44099999999997,0.4,2020
0.34700000000000003,"['Luis Fonsi', 'Aleks Syntek', 'Noel Schajris', 'David Bisbal']",0.429,251520,0.551,0,6P3zImjxzoSLkhRyZm1ETr,0,4,0.292,-6.33,1,Aqui Estoy Yo,0,2020-06-12,0.0313,149.759,0.385,2020
0.41,['Luis Fonsi'],0.274,236800,0.726,0,6dRUAALgdFZzppyXCYNbDG,0,3,0.326,-4.007,1,No Me Doy Por Vencido,0,2020-06-12,0.0587,172.44099999999997,0.4,2020
0.037,"['Luis Fonsi', 'Demi Lovato']",0.713,175320,0.916,0,6uucEwcgf2ArfdUaOu5nCW,0,0,0.0681,-3.31,1,Échame La Culpa,0,2020-06-05,0.0401,95.996,0.669,2020
0.0889,"['Denzel Curry', 'Kenny Beats']",0.7240000000000001,143733,0.7709999999999999,1,1AzqpMy3yLYNITSOUrnL8i,0,5,0.362,-6.2079999999999975,0,DIET_,65,2020-02-07,0.369,90.565,0.867,2020
0.0784,['The Weeknd'],0.659,361025,0.5720000000000001,0,31bmr5SE0qrrIPhjGbnwKP,0.00772,5,0.123,-6.103,0,After Hours,66,2020-04-03,0.0304,108.968,0.14,2020
0.206,['Dax'],0.762,247178,0.703,1,0ww7SLn0UtlR9mzwFHGFuE,0,10,0.0912,-7.951,0,JOKER,62,2020-05-07,0.306,151.329,0.519,2020
0.0491,['Lil Peep'],0.583,139707,0.414,1,3aWX8DMLmQCOGx6cHMPr6V,8.81e-4,0,0.393,-11.211,1,drugz,67,2020-03-05,0.0411,98.017,0.0515,2020
0.21600000000000005,"['dvsn', 'Summer Walker']",0.607,231489,0.42,1,6Ok5DivyUJjsLVUUWLzz6o,0,5,0.129,-9.307,0,'Flawless' Do It Well Pt. 3 (feat. Summer Walker),65,2020-04-17,0.0595,140.639,0.643,2020
0.00383,['Christian French'],0.675,202779,0.695,0,6wFqLYmiXyGvprbWa4ogm8,3e-5,7,0.0637,-7.859,0,i think too much,64,2020-04-17,0.0757,92.01,0.6629999999999999,2020
0.05,"['Justin Bieber', 'Kehlani']",0.8240000000000001,185419,0.503,0,6zGPytJiZmFuyVq7RTNO9G,5.25e-5,6,0.107,-6.94,0,Get Me,67,2020-01-28,0.156,109.397,0.784,2020
3.81e-6,['Grouplove'],0.421,234387,0.991,0,2yH16s2lLbYtLziVwqw7Pf,0.0466,8,0.13,-3.678,1,Deleter,63,2020-03-13,0.124,159.998,0.446,2020
0.0574,['Lil Durk'],0.67,156000,0.659,1,1WV88Wh4HVWJ6r4YJ3FzU9,0,11,0.111,-5.8039999999999985,0,248,62,2020-05-08,0.297,159.936,0.304,2020
0.0533,"['dvsn', 'Snoh Aalegra']",0.77,183750,0.458,1,2ynqtdm2zE73wuNKjGItwp,1.53e-5,1,0.139,-10.663,0,Between Us (feat. Snoh Aalegra),65,2020-03-19,0.105,127.956,0.177,2020
0.541,['Lil Uzi Vert'],0.7020000000000001,212821,0.768,1,0Ysvyr0E0v0ufJya13gYwJ,0,0,0.105,-4.055,1,Chrome Heart Tags,62,2020-03-13,0.0669,70.056,0.574,2020
0.425,"['Jacob Collier', 'Mahalia', 'Ty Dolla $ign']",0.485,243787,0.4920000000000001,0,68j5DYmCikBzcp60Sv6xWO,0,5,0.105,-6.4620000000000015,0,All I Need (with Mahalia & Ty Dolla $ign),67,2020-05-14,0.331,78.001,0.8759999999999999,2020
0.00181,"['Wiz Khalifa', 'Tyga']",0.84,155913,0.6920000000000001,1,6vMQLnaxlPQwlyCXpRtTV0,0,8,0.344,-5.399,1,Contact (feat. Tyga),68,2020-04-20,0.0356,100.046,0.145,2020
0.0235,"['NAV', 'Young Thug']",0.88,159641,0.763,1,40DbNmwrqns3YSYiWBRsXL,0,2,0.158,-4.378,1,Spend It (feat. Young Thug),63,2020-05-08,0.0762,140.077,0.628,2020
4.75e-4,['Ryan Hurd'],0.633,219193,0.732,0,3t2xlkvPsrcyia0eBaCZ53,0,0,0.108,-6.995,1,Every Other Memory,63,2020-04-20,0.0351,103.019,0.515,2020
